track_id,xmin,ymin,xmax,ymax,frame,lost,occluded,generated,label
0,674.0,493.0,718.0,577.0,0,0,0,0,Pedestrian
0,674.0,489.0,718.0,573.0,1,0,0,1,Pedestrian
0,674.0,489.0,718.0,573.0,2,0,0,1,Pedestrian
0,674.0,489.0,718.0,573.0,3,0,0,1,Pedestrian
0,674.0,485.0,718.0,569.0,4,0,0,1,Pedestrian
0,676.0,485.0,720.0,569.0,5,0,0,1,Pedestrian
0,676.0,485.0,720.0,569.0,6,0,0,1,Pedestrian
0,676.0,480.0,720.0,565.0,7,0,0,1,Pedestrian
0,676.0,480.0,720.0,565.0,8,0,0,1,Pedestrian
0,678.0,480.0,722.0,565.0,9,0,0,1,Pedestrian
0,678.0,476.0,722.0,561.0,10,0,0,1,Pedestrian
0,678.0,476.0,722.0,561.0,11,0,0,1,Pedestrian
0,678.0,476.0,722.0,561.0,12,0,0,1,Pedestrian
0,680.0,472.0,725.0,557.0,13,0,0,1,Pedestrian
0,680.0,472.0,725.0,557.0,14,0,0,1,Pedestrian
0,680.0,472.0,725.0,557.0,15,0,0,1,Pedestrian
0,680.0,468.0,725.0,553.0,16,0,0,1,Pedestrian
0,680.0,468.0,725.0,553.0,17,0,0,1,Pedestrian
0,682.0,468.0,727.0,553.0,18,0,0,1,Pedestrian
0,682.0,464.0,727.0,549.0,19,0,0,1,Pedestrian
0,682.0,464.0,727.0,549.0,20,0,0,1,Pedestrian
0,682.0,464.0,727.0,549.0,21,0,0,1,Pedestrian
0,684.0,460.0,729.0,545.0,22,0,0,1,Pedestrian
0,684.0,460.0,729.0,545.0,23,0,0,1,Pedestrian
0,684.0,460.0,729.0,545.0,24,0,0,1,Pedestrian
0,684.0,456.0,729.0,541.0,25,0,0,1,Pedestrian
0,686.0,456.0,731.0,541.0,26,0,0,1,Pedestrian
0,686.0,456.0,731.0,541.0,27,0,0,1,Pedestrian
0,686.0,452.0,731.0,537.0,28,0,0,1,Pedestrian
0,686.0,452.0,731.0,537.0,29,0,0,1,Pedestrian
0,688.0,452.0,733.0,537.0,30,0,0,1,Pedestrian
0,688.0,448.0,733.0,533.0,31,0,0,1,Pedestrian
0,688.0,448.0,733.0,533.0,32,0,0,1,Pedestrian
0,688.0,448.0,733.0,533.0,33,0,0,1,Pedestrian
0,688.0,444.0,733.0,529.0,34,0,0,1,Pedestrian
0,690.0,444.0,735.0,529.0,35,0,0,1,Pedestrian
0,690.0,444.0,735.0,529.0,36,0,0,1,Pedestrian
0,690.0,440.0,735.0,525.0,37,0,0,1,Pedestrian
0,690.0,440.0,735.0,525.0,38,0,0,1,Pedestrian
0,692.0,440.0,737.0,525.0,39,0,0,1,Pedestrian
0,692.0,436.0,737.0,521.0,40,0,0,1,Pedestrian
0,692.0,436.0,737.0,521.0,41,0,0,1,Pedestrian
0,692.0,436.0,737.0,521.0,42,0,0,1,Pedestrian
0,694.0,432.0,739.0,517.0,43,0,0,1,Pedestrian
0,694.0,432.0,739.0,517.0,44,0,0,1,Pedestrian
0,694.0,432.0,739.0,517.0,45,0,0,1,Pedestrian
0,694.0,428.0,739.0,513.0,46,0,0,1,Pedestrian
0,694.0,428.0,739.0,513.0,47,0,0,1,Pedestrian
0,696.0,428.0,741.0,513.0,48,0,0,1,Pedestrian
0,696.0,424.0,741.0,509.0,49,0,0,1,Pedestrian
0,696.0,424.0,741.0,509.0,50,0,0,1,Pedestrian
0,696.0,424.0,741.0,509.0,51,0,0,1,Pedestrian
0,698.0,420.0,743.0,505.0,52,0,0,1,Pedestrian
0,698.0,420.0,743.0,505.0,53,0,0,1,Pedestrian
0,698.0,420.0,743.0,505.0,54,0,0,1,Pedestrian
0,698.0,416.0,743.0,501.0,55,0,0,1,Pedestrian
0,700.0,416.0,745.0,501.0,56,0,0,1,Pedestrian
0,700.0,416.0,745.0,501.0,57,0,0,1,Pedestrian
0,700.0,412.0,745.0,497.0,58,0,0,1,Pedestrian
0,700.0,412.0,745.0,497.0,59,0,0,1,Pedestrian
0,702.0,412.0,747.0,497.0,60,0,0,0,Pedestrian
0,702.0,408.0,747.0,493.0,61,0,0,1,Pedestrian
0,704.0,408.0,749.0,493.0,62,0,0,1,Pedestrian
0,704.0,408.0,749.0,493.0,63,0,0,1,Pedestrian
0,706.0,408.0,751.0,493.0,64,0,0,1,Pedestrian
0,706.0,408.0,751.0,493.0,65,0,0,1,Pedestrian
0,708.0,404.0,753.0,489.0,66,0,0,1,Pedestrian
0,708.0,404.0,753.0,489.0,67,0,0,1,Pedestrian
0,710.0,404.0,755.0,489.0,68,0,0,1,Pedestrian
0,710.0,404.0,755.0,489.0,69,0,0,1,Pedestrian
0,712.0,404.0,757.0,489.0,70,0,0,1,Pedestrian
0,712.0,400.0,757.0,485.0,71,0,0,1,Pedestrian
0,714.0,400.0,759.0,485.0,72,0,0,1,Pedestrian
0,714.0,400.0,759.0,485.0,73,0,0,1,Pedestrian
0,716.0,400.0,761.0,485.0,74,0,0,1,Pedestrian
0,718.0,400.0,763.0,485.0,75,0,0,0,Pedestrian
0,718.0,396.0,763.0,480.0,76,0,0,1,Pedestrian
0,720.0,396.0,765.0,480.0,77,0,0,1,Pedestrian
0,720.0,396.0,765.0,480.0,78,0,0,1,Pedestrian
0,722.0,396.0,767.0,480.0,79,0,0,1,Pedestrian
0,722.0,396.0,767.0,480.0,80,0,0,1,Pedestrian
0,725.0,396.0,769.0,480.0,81,0,0,1,Pedestrian
0,725.0,396.0,769.0,480.0,82,0,0,1,Pedestrian
0,727.0,396.0,771.0,480.0,83,0,0,1,Pedestrian
0,727.0,392.0,771.0,476.0,84,0,0,1,Pedestrian
0,729.0,392.0,773.0,476.0,85,0,0,1,Pedestrian
0,729.0,392.0,773.0,476.0,86,0,0,1,Pedestrian
0,731.0,392.0,775.0,476.0,87,0,0,1,Pedestrian
0,731.0,392.0,775.0,476.0,88,0,0,1,Pedestrian
0,733.0,392.0,777.0,476.0,89,0,0,1,Pedestrian
0,733.0,392.0,777.0,476.0,90,0,0,1,Pedestrian
0,735.0,392.0,779.0,476.0,91,0,0,1,Pedestrian
0,735.0,388.0,779.0,472.0,92,0,0,1,Pedestrian
0,737.0,388.0,781.0,472.0,93,0,0,1,Pedestrian
0,737.0,388.0,781.0,472.0,94,0,0,1,Pedestrian
0,739.0,388.0,783.0,472.0,95,0,0,1,Pedestrian
0,739.0,388.0,783.0,472.0,96,0,0,1,Pedestrian
0,741.0,388.0,785.0,472.0,97,0,0,1,Pedestrian
0,741.0,388.0,785.0,472.0,98,0,0,1,Pedestrian
0,743.0,388.0,787.0,472.0,99,0,0,1,Pedestrian
0,743.0,388.0,787.0,472.0,100,0,0,1,Pedestrian
0,745.0,383.0,789.0,468.0,101,0,0,1,Pedestrian
0,745.0,383.0,789.0,468.0,102,0,0,1,Pedestrian
0,747.0,383.0,791.0,468.0,103,0,0,1,Pedestrian
0,747.0,383.0,791.0,468.0,104,0,0,1,Pedestrian
0,749.0,383.0,793.0,468.0,105,0,0,1,Pedestrian
0,749.0,383.0,793.0,468.0,106,0,0,1,Pedestrian
