track_id,xmin,ymin,xmax,ymax,frame,lost,occluded,generated,label
0,736.0,1627.0,786.0,1722.0,500,1,0,0,Car
0,736.0,1627.0,786.0,1722.0,501,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,502,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,503,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,504,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,505,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,506,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,507,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,508,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,509,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,510,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,511,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,512,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,513,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,514,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,515,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,516,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,517,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,518,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,519,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,520,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,521,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,522,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,523,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,524,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,525,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,526,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,527,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,528,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,529,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,530,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,531,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,532,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,533,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,534,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,535,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,536,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,537,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,538,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,539,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,540,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,541,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,542,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,543,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,544,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,545,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,546,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,547,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,548,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,549,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,550,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,551,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,552,1,0,1,Car
0,736.0,1627.0,786.0,1722.0,553,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,554,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,555,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,556,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,557,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,558,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,559,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,560,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,561,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,562,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,563,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,564,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,565,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,566,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,567,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,568,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,569,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,570,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,571,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,572,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,573,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,574,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,575,1,0,1,Car
0,736.0,1630.0,786.0,1722.0,576,1,0,1,Car
