track_id,label
0,Bus
1,Biker
2,Pedestrian
3,Pedestrian
4,Pedestrian
5,Pedestrian
6,Pedestrian
7,Pedestrian
8,Pedestrian
9,Car
10,Pedestrian
11,Pedestrian
12,Pedestrian
13,Pedestrian
14,Pedestrian
15,Pedestrian
16,Pedestrian
17,Bus
18,Bus
19,Biker
20,Biker
21,Car
22,Pedestrian
23,Pedestrian
24,Pedestrian
25,Pedestrian
26,Pedestrian
27,Car
28,Pedestrian
29,Pedestrian
30,Pedestrian
31,Pedestrian
32,Pedestrian
33,Pedestrian
34,Pedestrian
35,Biker
36,Pedestrian
37,Pedestrian
38,Car
39,Biker
40,Pedestrian
41,Pedestrian
42,Pedestrian
43,Pedestrian
44,Biker
45,Biker
46,Pedestrian
47,Pedestrian
48,Pedestrian
49,Pedestrian
50,Pedestrian
51,Biker
52,Pedestrian
53,Biker
54,Pedestrian
55,Pedestrian
56,Pedestrian
57,Pedestrian
58,Bus
59,Pedestrian
60,Pedestrian
61,Pedestrian
62,Pedestrian
63,Bus
64,Cart
65,Biker
66,Pedestrian
67,Pedestrian
68,Pedestrian
69,Pedestrian
70,Pedestrian
71,Car
72,Pedestrian
73,Pedestrian
74,Pedestrian
75,Car
76,Pedestrian
77,Pedestrian
78,Pedestrian
79,Pedestrian
80,Bus
81,Pedestrian
82,Car
83,Car
84,Pedestrian
85,Pedestrian
86,Biker
87,Pedestrian
88,Biker
89,Pedestrian
90,Pedestrian
91,Pedestrian
92,Pedestrian
93,Pedestrian
94,Pedestrian
95,Pedestrian
96,Pedestrian
97,Biker
98,Car
99,Pedestrian
100,Skater
101,Car
102,Pedestrian
103,Pedestrian
104,Pedestrian
105,Bus
106,Pedestrian
107,Pedestrian
108,Pedestrian
109,Car
110,Car
111,Pedestrian
112,Car
113,Car
114,Car
115,Car
116,Car
117,Car
118,Pedestrian
119,Car
120,Pedestrian
121,Pedestrian
122,Pedestrian
123,Pedestrian
124,Pedestrian
125,Cart
126,Biker
127,Pedestrian
128,Pedestrian
129,Pedestrian
130,Pedestrian
131,Car
132,Pedestrian
133,Pedestrian
134,Biker
135,Pedestrian
136,Pedestrian
137,Pedestrian
138,Pedestrian
139,Pedestrian
140,Pedestrian
141,Pedestrian
142,Pedestrian
143,Pedestrian
144,Pedestrian
145,Pedestrian
146,Pedestrian
147,Pedestrian
148,Pedestrian
149,Biker
150,Pedestrian
151,Pedestrian
152,Car
153,Pedestrian
154,Pedestrian
155,Pedestrian
156,Pedestrian
