track_id,label
0,Pedestrian
1,Pedestrian
2,Biker
3,Pedestrian
4,Pedestrian
5,Pedestrian
6,Pedestrian
7,Pedestrian
8,Pedestrian
9,Pedestrian
10,Pedestrian
11,Pedestrian
12,Biker
13,Pedestrian
14,Pedestrian
15,Pedestrian
16,Biker
17,Biker
18,Pedestrian
19,Pedestrian
20,Pedestrian
21,Biker
22,Pedestrian
23,Pedestrian
24,Pedestrian
25,Skater
26,Skater
27,Biker
28,Pedestrian
29,Pedestrian
30,Pedestrian
31,Pedestrian
32,Pedestrian
33,Pedestrian
34,Pedestrian
35,Pedestrian
36,Pedestrian
37,Pedestrian
38,Pedestrian
39,Pedestrian
40,Biker
41,Pedestrian
42,Pedestrian
43,Pedestrian
44,Pedestrian
45,Pedestrian
46,Pedestrian
47,Pedestrian
48,Biker
49,Pedestrian
50,Biker
51,Pedestrian
52,Biker
53,Pedestrian
54,Pedestrian
55,Pedestrian
56,Pedestrian
57,Pedestrian
58,Pedestrian
59,Pedestrian
60,Pedestrian
61,Pedestrian
62,Pedestrian
63,Pedestrian
64,Pedestrian
65,Pedestrian
66,Pedestrian
67,Pedestrian
68,Pedestrian
69,Pedestrian
70,Biker
71,Biker
72,Pedestrian
73,Pedestrian
74,Biker
75,Biker
76,Biker
77,Pedestrian
78,Pedestrian
79,Pedestrian
80,Pedestrian
81,Pedestrian
82,Pedestrian
83,Pedestrian
84,Pedestrian
85,Pedestrian
86,Pedestrian
87,Biker
88,Biker
89,Pedestrian
90,Biker
91,Biker
92,Pedestrian
93,Pedestrian
94,Pedestrian
95,Pedestrian
96,Pedestrian
97,Pedestrian
98,Pedestrian
99,Pedestrian
100,Pedestrian
101,Pedestrian
102,Pedestrian
103,Biker
104,Pedestrian
105,Cart
106,Pedestrian
107,Biker
108,Biker
109,Pedestrian
110,Pedestrian
111,Pedestrian
112,Pedestrian
113,Pedestrian
114,Pedestrian
115,Pedestrian
116,Pedestrian
117,Biker
118,Pedestrian
119,Pedestrian
120,Pedestrian
121,Pedestrian
122,Pedestrian
