track_id,label
0,Biker
1,Pedestrian
2,Biker
3,Pedestrian
4,Pedestrian
5,Pedestrian
6,Pedestrian
7,Pedestrian
8,Biker
9,Pedestrian
10,Pedestrian
11,Pedestrian
12,Pedestrian
13,Biker
14,Pedestrian
15,Cart
16,Pedestrian
17,Pedestrian
18,Biker
19,Biker
20,Biker
21,Biker
22,Pedestrian
23,Pedestrian
24,Biker
25,Pedestrian
26,Pedestrian
27,Biker
28,Biker
29,Biker
30,Pedestrian
31,Pedestrian
32,Pedestrian
33,Biker
34,Biker
35,Pedestrian
36,Car
37,Pedestrian
38,Pedestrian
39,Biker
40,Biker
41,Pedestrian
42,Pedestrian
43,Pedestrian
44,Biker
45,Biker
46,Biker
47,Pedestrian
48,Pedestrian
49,Pedestrian
50,Pedestrian
51,Biker
52,Biker
53,Pedestrian
54,Pedestrian
55,Pedestrian
56,Biker
57,Pedestrian
58,Pedestrian
59,Pedestrian
60,Pedestrian
61,Pedestrian
62,Biker
63,Biker
64,Biker
65,Pedestrian
66,Biker
67,Pedestrian
68,Biker
69,Biker
70,Pedestrian
71,Pedestrian
72,Biker
73,Pedestrian
74,Pedestrian
75,Pedestrian
76,Pedestrian
77,Biker
78,Pedestrian
79,Pedestrian
80,Pedestrian
81,Biker
82,Pedestrian
83,Pedestrian
84,Pedestrian
85,Pedestrian
86,Pedestrian
