track_id,label
0,Pedestrian
1,Pedestrian
2,Pedestrian
3,Biker
4,Pedestrian
5,Pedestrian
6,Biker
7,Pedestrian
8,Pedestrian
9,Biker
10,Pedestrian
11,Biker
12,Pedestrian
13,Pedestrian
14,Car
15,Pedestrian
16,Pedestrian
17,Pedestrian
18,Pedestrian
19,Pedestrian
20,Pedestrian
21,Pedestrian
22,Pedestrian
23,Pedestrian
24,Pedestrian
25,Pedestrian
26,Biker
27,Biker
28,Pedestrian
29,Pedestrian
30,Pedestrian
31,Pedestrian
32,Biker
33,Biker
34,Pedestrian
35,Pedestrian
36,Pedestrian
37,Pedestrian
38,Biker
39,Pedestrian
40,Biker
41,Biker
42,Pedestrian
43,Pedestrian
44,Biker
45,Biker
46,Pedestrian
47,Biker
48,Biker
49,Biker
50,Biker
51,Biker
52,Pedestrian
53,Pedestrian
54,Pedestrian
55,Biker
56,Pedestrian
57,Pedestrian
58,Pedestrian
59,Pedestrian
60,Biker
61,Pedestrian
62,Biker
63,Pedestrian
64,Pedestrian
65,Pedestrian
66,Pedestrian
67,Pedestrian
68,Biker
69,Pedestrian
70,Pedestrian
71,Pedestrian
72,Pedestrian
73,Pedestrian
74,Biker
75,Pedestrian
76,Pedestrian
77,Pedestrian
78,Biker
79,Pedestrian
80,Biker
81,Pedestrian
82,Pedestrian
83,Pedestrian
84,Biker
85,Biker
86,Pedestrian
87,Pedestrian
88,Pedestrian
89,Biker
90,Pedestrian
91,Biker
92,Pedestrian
93,Biker
94,Pedestrian
95,Pedestrian
96,Pedestrian
