track_id,xmin,ymin,xmax,ymax,frame,lost,occluded,generated,label
0,1000.0,253.0,1044.0,361.0,0,0,0,0,Pedestrian
0,1000.0,249.0,1044.0,357.0,1,0,0,1,Pedestrian
0,1000.0,249.0,1044.0,357.0,2,0,0,1,Pedestrian
0,1002.0,249.0,1046.0,357.0,3,0,0,1,Pedestrian
0,1002.0,249.0,1046.0,357.0,4,0,0,1,Pedestrian
0,1002.0,249.0,1046.0,357.0,5,0,0,1,Pedestrian
0,1004.0,249.0,1048.0,357.0,6,0,0,1,Pedestrian
0,1004.0,249.0,1048.0,357.0,7,0,0,1,Pedestrian
0,1004.0,249.0,1048.0,357.0,8,0,0,1,Pedestrian
0,1006.0,249.0,1050.0,357.0,9,0,0,1,Pedestrian
0,1006.0,249.0,1050.0,357.0,10,0,0,1,Pedestrian
0,1008.0,245.0,1052.0,353.0,11,0,0,1,Pedestrian
0,1008.0,245.0,1052.0,353.0,12,0,0,1,Pedestrian
0,1008.0,245.0,1052.0,353.0,13,0,0,1,Pedestrian
0,1010.0,245.0,1054.0,353.0,14,0,0,1,Pedestrian
0,1010.0,245.0,1054.0,353.0,15,0,0,1,Pedestrian
0,1010.0,245.0,1054.0,353.0,16,0,0,1,Pedestrian
0,1012.0,245.0,1056.0,353.0,17,0,0,1,Pedestrian
0,1012.0,245.0,1056.0,353.0,18,0,0,1,Pedestrian
0,1014.0,245.0,1058.0,353.0,19,0,0,1,Pedestrian
0,1014.0,245.0,1058.0,353.0,20,0,0,1,Pedestrian
0,1014.0,245.0,1058.0,353.0,21,0,0,1,Pedestrian
0,1016.0,240.0,1060.0,348.0,22,0,0,1,Pedestrian
0,1016.0,240.0,1060.0,348.0,23,0,0,1,Pedestrian
0,1016.0,240.0,1060.0,348.0,24,0,0,1,Pedestrian
0,1018.0,240.0,1062.0,348.0,25,0,0,1,Pedestrian
0,1018.0,240.0,1062.0,348.0,26,0,0,1,Pedestrian
0,1020.0,240.0,1064.0,348.0,27,0,0,1,Pedestrian
0,1020.0,240.0,1064.0,348.0,28,0,0,1,Pedestrian
0,1020.0,240.0,1064.0,348.0,29,0,0,1,Pedestrian
0,1022.0,240.0,1066.0,348.0,30,0,0,1,Pedestrian
0,1022.0,240.0,1066.0,348.0,31,0,0,1,Pedestrian
0,1022.0,240.0,1066.0,348.0,32,0,0,1,Pedestrian
0,1024.0,236.0,1068.0,344.0,33,0,0,1,Pedestrian
0,1024.0,236.0,1068.0,344.0,34,0,0,1,Pedestrian
0,1026.0,236.0,1070.0,344.0,35,0,0,1,Pedestrian
0,1026.0,236.0,1070.0,344.0,36,0,0,1,Pedestrian
0,1026.0,236.0,1070.0,344.0,37,0,0,1,Pedestrian
0,1028.0,236.0,1072.0,344.0,38,0,0,1,Pedestrian
0,1028.0,236.0,1072.0,344.0,39,0,0,1,Pedestrian
0,1028.0,236.0,1072.0,344.0,40,0,0,1,Pedestrian
