track_id,label
0,Biker
1,Pedestrian
2,Pedestrian
3,Pedestrian
4,Pedestrian
5,Pedestrian
6,Pedestrian
7,Biker
8,Pedestrian
9,Pedestrian
10,Pedestrian
11,Pedestrian
12,Biker
13,Biker
14,Biker
15,Biker
16,Pedestrian
17,Pedestrian
18,Biker
19,Pedestrian
20,Biker
21,Biker
22,Pedestrian
23,Pedestrian
24,Biker
25,Pedestrian
26,Biker
27,Skater
28,Biker
29,Pedestrian
30,Skater
31,Pedestrian
32,Pedestrian
33,Biker
34,Biker
35,Pedestrian
36,Biker
37,Pedestrian
38,Biker
39,Pedestrian
40,Pedestrian
41,Biker
42,Pedestrian
43,Pedestrian
44,Biker
45,Pedestrian
46,Pedestrian
47,Biker
48,Pedestrian
49,Pedestrian
50,Biker
51,Skater
52,Biker
53,Pedestrian
54,Biker
55,Pedestrian
56,Biker
57,Skater
58,Skater
59,Skater
60,Skater
61,Biker
62,Pedestrian
63,Skater
64,Cart
65,Pedestrian
66,Pedestrian
67,Pedestrian
68,Skater
69,Pedestrian
70,Pedestrian
71,Pedestrian
72,Pedestrian
73,Pedestrian
74,Pedestrian
75,Pedestrian
76,Pedestrian
77,Biker
78,Biker
