track_id,label
0,Biker
1,Biker
2,Pedestrian
3,Pedestrian
4,Pedestrian
5,Pedestrian
6,Pedestrian
7,Pedestrian
8,Biker
9,Biker
10,Pedestrian
11,Pedestrian
12,Biker
13,Pedestrian
14,Pedestrian
15,Pedestrian
16,Pedestrian
17,Pedestrian
18,Pedestrian
19,Pedestrian
20,Pedestrian
21,Pedestrian
22,Pedestrian
23,Pedestrian
24,Pedestrian
25,Pedestrian
26,Pedestrian
27,Pedestrian
28,Pedestrian
29,Biker
30,Pedestrian
31,Pedestrian
32,Pedestrian
33,Skater
34,Biker
35,Pedestrian
36,Biker
37,Biker
38,Biker
39,Biker
40,Biker
41,Pedestrian
42,Biker
43,Biker
44,Biker
45,Pedestrian
46,Skater
47,Biker
48,Biker
49,Pedestrian
50,Pedestrian
51,Pedestrian
52,Biker
53,Biker
54,Biker
55,Biker
56,Biker
57,Pedestrian
58,Biker
59,Pedestrian
60,Biker
61,Biker
62,Pedestrian
63,Pedestrian
64,Biker
65,Pedestrian
66,Skater
67,Biker
68,Pedestrian
69,Biker
70,Biker
71,Biker
72,Cart
73,Pedestrian
74,Pedestrian
75,Biker
76,Pedestrian
77,Biker
78,Biker
79,Biker
80,Skater
81,Biker
82,Skater
83,Pedestrian
84,Pedestrian
85,Biker
86,Car
87,Car
88,Biker
89,Biker
90,Pedestrian
91,Biker
92,Biker
93,Biker
94,Pedestrian
95,Biker
96,Pedestrian
97,Pedestrian
98,Pedestrian
99,Biker
100,Biker
101,Pedestrian
102,Pedestrian
103,Pedestrian
104,Biker
105,Pedestrian
106,Biker
107,Biker
108,Biker
109,Pedestrian
110,Biker
111,Skater
112,Skater
113,Pedestrian
114,Biker
115,Biker
116,Pedestrian
117,Pedestrian
118,Pedestrian
119,Pedestrian
120,Biker
121,Biker
122,Biker
123,Pedestrian
124,Skater
125,Pedestrian
126,Skater
127,Biker
128,Pedestrian
129,Biker
130,Pedestrian
131,Pedestrian
132,Pedestrian
133,Biker
134,Skater
135,Pedestrian
136,Pedestrian
137,Pedestrian
138,Biker
139,Biker
140,Pedestrian
141,Pedestrian
142,Pedestrian
143,Pedestrian
144,Biker
145,Biker
146,Pedestrian
147,Biker
148,Biker
149,Biker
150,Biker
151,Biker
152,Biker
153,Biker
154,Biker
155,Skater
156,Pedestrian
157,Biker
158,Biker
159,Pedestrian
160,Pedestrian
161,Biker
162,Biker
163,Pedestrian
164,Pedestrian
165,Biker
166,Pedestrian
167,Pedestrian
168,Pedestrian
169,Biker
170,Pedestrian
171,Pedestrian
172,Biker
173,Biker
174,Pedestrian
175,Pedestrian
176,Pedestrian
177,Pedestrian
178,Biker
179,Pedestrian
180,Pedestrian
181,Pedestrian
182,Pedestrian
183,Biker
184,Biker
185,Pedestrian
186,Biker
187,Pedestrian
188,Biker
189,Biker
190,Car
191,Biker
192,Pedestrian
193,Bus
194,Bus
195,Pedestrian
196,Pedestrian
197,Biker
198,Skater
199,Biker
200,Biker
201,Pedestrian
202,Biker
203,Pedestrian
204,Biker
205,Pedestrian
206,Pedestrian
207,Pedestrian
208,Pedestrian
209,Pedestrian
210,Biker
211,Biker
212,Pedestrian
213,Pedestrian
214,Biker
215,Biker
216,Biker
217,Biker
218,Biker
219,Pedestrian
220,Biker
221,Biker
222,Pedestrian
223,Pedestrian
224,Pedestrian
225,Pedestrian
226,Pedestrian
227,Pedestrian
228,Biker
229,Pedestrian
230,Pedestrian
231,Biker
232,Skater
233,Pedestrian
234,Biker
235,Pedestrian
236,Biker
