track_id,label
0,Pedestrian
1,Biker
2,Biker
3,Cart
4,Cart
5,Biker
6,Biker
7,Biker
8,Pedestrian
9,Biker
10,Biker
11,Cart
12,Cart
13,Biker
14,Biker
15,Biker
16,Biker
17,Cart
18,Cart
19,Cart
20,Cart
21,Biker
22,Biker
23,Cart
24,Biker
25,Cart
26,Pedestrian
27,Biker
28,Biker
29,Biker
30,Cart
31,Cart
32,Biker
33,Biker
34,Cart
35,Pedestrian
36,Biker
37,Biker
38,Biker
39,Biker
40,Cart
41,Biker
42,Biker
43,Biker
44,Biker
45,Pedestrian
46,Pedestrian
47,Biker
48,Biker
49,Biker
50,Biker
51,Biker
52,Pedestrian
53,Biker
54,Pedestrian
55,Pedestrian
56,Biker
57,Cart
58,Cart
59,Cart
60,Cart
61,Cart
62,Pedestrian
63,Cart
64,Cart
