track_id,label
0,Biker
1,Biker
2,Biker
3,Biker
4,Biker
5,Biker
6,Biker
7,Biker
8,Biker
9,Biker
10,Biker
11,Biker
12,Pedestrian
13,Biker
14,Biker
15,Biker
16,Biker
17,Cart
18,Biker
19,Pedestrian
20,Biker
21,Pedestrian
22,Pedestrian
23,Pedestrian
24,Pedestrian
25,Pedestrian
26,Biker
27,Biker
28,Biker
29,Biker
30,Biker
31,Biker
32,Pedestrian
33,Pedestrian
34,Pedestrian
35,Biker
36,Biker
37,Biker
38,Biker
39,Pedestrian
40,Biker
41,Biker
42,Biker
43,Biker
44,Biker
45,Biker
46,Pedestrian
47,Skater
48,Biker
49,Biker
50,Biker
51,Biker
52,Biker
53,Biker
54,Biker
55,Biker
56,Biker
57,Biker
58,Biker
59,Biker
60,Skater
61,Biker
62,Biker
63,Pedestrian
64,Biker
65,Biker
66,Pedestrian
67,Biker
68,Pedestrian
69,Biker
70,Biker
71,Biker
72,Pedestrian
73,Biker
74,Biker
75,Biker
76,Biker
77,Biker
78,Biker
79,Pedestrian
80,Biker
81,Biker
82,Biker
83,Cart
84,Biker
85,Biker
86,Bus
87,Bus
88,Biker
89,Pedestrian
90,Pedestrian
91,Biker
92,Biker
93,Pedestrian
94,Pedestrian
95,Cart
96,Biker
97,Biker
98,Biker
99,Car
100,Pedestrian
101,Biker
102,Biker
103,Biker
104,Bus
105,Pedestrian
106,Skater
107,Biker
108,Pedestrian
109,Cart
110,Pedestrian
111,Cart
112,Car
113,Biker
114,Pedestrian
115,Pedestrian
116,Biker
117,Biker
118,Biker
119,Biker
120,Pedestrian
121,Biker
122,Pedestrian
123,Pedestrian
124,Biker
125,Pedestrian
126,Biker
127,Pedestrian
128,Pedestrian
129,Biker
130,Pedestrian
131,Pedestrian
132,Pedestrian
133,Car
134,Pedestrian
135,Pedestrian
136,Biker
137,Pedestrian
138,Pedestrian
139,Pedestrian
140,Pedestrian
141,Pedestrian
142,Pedestrian
143,Cart
144,Cart
145,Pedestrian
146,Biker
147,Cart
148,Cart
149,Biker
150,Biker
151,Pedestrian
152,Biker
153,Biker
154,Biker
155,Pedestrian
156,Pedestrian
157,Biker
158,Biker
159,Biker
160,Biker
161,Biker
162,Pedestrian
163,Pedestrian
164,Pedestrian
165,Pedestrian
166,Biker
167,Biker
168,Pedestrian
169,Biker
170,Pedestrian
171,Biker
172,Biker
173,Biker
174,Pedestrian
175,Biker
176,Biker
177,Cart
178,Biker
179,Skater
180,Biker
181,Biker
182,Biker
183,Biker
184,Pedestrian
185,Biker
186,Biker
187,Biker
188,Biker
189,Biker
190,Biker
191,Biker
192,Biker
193,Biker
194,Biker
195,Biker
196,Biker
197,Pedestrian
198,Biker
199,Car
200,Biker
201,Biker
202,Biker
203,Pedestrian
204,Biker
205,Pedestrian
206,Pedestrian
207,Biker
208,Biker
209,Pedestrian
210,Pedestrian
211,Biker
212,Pedestrian
213,Biker
214,Biker
215,Biker
216,Pedestrian
217,Pedestrian
218,Biker
219,Pedestrian
220,Pedestrian
221,Pedestrian
222,Pedestrian
223,Biker
224,Biker
225,Biker
226,Biker
227,Biker
228,Biker
229,Biker
230,Biker
231,Pedestrian
232,Biker
233,Pedestrian
234,Biker
235,Bus
236,Biker
237,Biker
238,Biker
239,Biker
240,Pedestrian
241,Pedestrian
242,Biker
243,Biker
244,Biker
245,Biker
246,Biker
247,Biker
248,Biker
249,Biker
250,Pedestrian
251,Biker
252,Skater
253,Pedestrian
254,Pedestrian
255,Pedestrian
256,Biker
257,Biker
258,Biker
259,Biker
260,Pedestrian
261,Pedestrian
262,Biker
263,Pedestrian
264,Biker
265,Biker
266,Biker
267,Biker
268,Biker
269,Biker
270,Biker
271,Pedestrian
272,Biker
273,Pedestrian
274,Pedestrian
275,Pedestrian
276,Pedestrian
277,Pedestrian
278,Pedestrian
279,Biker
280,Biker
281,Biker
282,Biker
283,Pedestrian
284,Pedestrian
285,Pedestrian
286,Pedestrian
287,Pedestrian
288,Biker
289,Pedestrian
290,Biker
291,Pedestrian
292,Pedestrian
293,Biker
294,Biker
295,Pedestrian
296,Biker
297,Biker
298,Biker
299,Car
300,Pedestrian
301,Biker
302,Pedestrian
303,Pedestrian
304,Skater
305,Pedestrian
306,Biker
307,Biker
308,Pedestrian
309,Biker
310,Pedestrian
311,Biker
312,Biker
313,Pedestrian
314,Pedestrian
315,Pedestrian
316,Biker
317,Pedestrian
318,Pedestrian
319,Biker
320,Pedestrian
321,Pedestrian
322,Pedestrian
323,Pedestrian
324,Cart
325,Pedestrian
326,Pedestrian
327,Pedestrian
328,Pedestrian
329,Pedestrian
330,Car
331,Car
332,Car
333,Skater
334,Pedestrian
335,Biker
336,Biker
337,Pedestrian
338,Pedestrian
339,Bus
340,Skater
341,Skater
342,Pedestrian
343,Biker
344,Biker
345,Biker
346,Car
347,Pedestrian
348,Biker
349,Skater
350,Pedestrian
351,Biker
352,Biker
353,Pedestrian
354,Pedestrian
355,Biker
356,Pedestrian
357,Car
358,Biker
359,Bus
360,Skater
361,Skater
362,Biker
363,Car
364,Car
365,Pedestrian
366,Pedestrian
367,Biker
368,Biker
369,Biker
370,Biker
371,Pedestrian
372,Pedestrian
373,Biker
374,Biker
375,Biker
376,Biker
377,Biker
378,Pedestrian
379,Biker
380,Biker
381,Pedestrian
382,Biker
383,Pedestrian
384,Biker
385,Biker
386,Pedestrian
387,Pedestrian
388,Biker
389,Pedestrian
390,Biker
391,Biker
392,Biker
393,Pedestrian
394,Cart
395,Pedestrian
396,Pedestrian
397,Pedestrian
398,Pedestrian
399,Biker
400,Car
401,Car
402,Pedestrian
403,Pedestrian
404,Pedestrian
405,Pedestrian
406,Pedestrian
407,Pedestrian
408,Pedestrian
409,Pedestrian
410,Pedestrian
411,Pedestrian
412,Pedestrian
413,Car
414,Cart
415,Biker
416,Pedestrian
417,Biker
418,Biker
419,Pedestrian
420,Cart
421,Biker
422,Biker
423,Biker
424,Biker
425,Biker
426,Biker
427,Biker
428,Biker
429,Biker
430,Biker
431,Biker
432,Pedestrian
433,Biker
434,Biker
435,Car
436,Skater
437,Pedestrian
438,Skater
439,Skater
440,Skater
441,Biker
442,Pedestrian
443,Skater
444,Pedestrian
445,Car
446,Biker
447,Car
448,Car
449,Pedestrian
450,Biker
451,Biker
452,Pedestrian
453,Pedestrian
454,Pedestrian
455,Pedestrian
456,Car
457,Pedestrian
458,Biker
459,Biker
460,Pedestrian
461,Biker
462,Biker
463,Biker
464,Pedestrian
465,Biker
466,Pedestrian
467,Biker
468,Biker
469,Biker
470,Pedestrian
471,Pedestrian
472,Biker
473,Biker
474,Biker
475,Biker
476,Biker
477,Biker
478,Biker
479,Cart
480,Pedestrian
481,Biker
482,Biker
483,Biker
484,Biker
485,Biker
486,Biker
487,Biker
488,Biker
489,Biker
490,Biker
491,Biker
492,Pedestrian
493,Pedestrian
494,Pedestrian
495,Biker
496,Biker
497,Biker
498,Biker
