track_id,label
0,Pedestrian
1,Pedestrian
2,Biker
3,Biker
4,Biker
5,Biker
6,Biker
7,Pedestrian
8,Biker
9,Pedestrian
10,Pedestrian
11,Pedestrian
12,Pedestrian
13,Biker
14,Biker
15,Biker
16,Biker
17,Biker
18,Pedestrian
19,Biker
20,Biker
21,Pedestrian
22,Biker
23,Biker
24,Pedestrian
25,Pedestrian
26,Pedestrian
27,Pedestrian
28,Pedestrian
29,Biker
30,Biker
31,Biker
32,Pedestrian
33,Pedestrian
34,Biker
35,Pedestrian
36,Pedestrian
37,Pedestrian
38,Pedestrian
39,Biker
40,Biker
41,Biker
42,Biker
43,Biker
44,Pedestrian
45,Pedestrian
46,Biker
47,Biker
48,Biker
49,Pedestrian
50,Pedestrian
51,Pedestrian
52,Pedestrian
53,Pedestrian
54,Biker
55,Pedestrian
56,Biker
57,Biker
58,Biker
59,Biker
60,Biker
61,Biker
62,Biker
63,Biker
64,Biker
65,Pedestrian
66,Pedestrian
67,Biker
68,Pedestrian
69,Pedestrian
70,Biker
71,Skater
72,Pedestrian
73,Pedestrian
74,Biker
75,Biker
76,Biker
77,Biker
78,Biker
79,Pedestrian
80,Pedestrian
81,Biker
82,Pedestrian
83,Pedestrian
84,Pedestrian
85,Pedestrian
86,Pedestrian
87,Biker
88,Pedestrian
89,Biker
90,Pedestrian
91,Pedestrian
92,Pedestrian
93,Pedestrian
94,Biker
95,Biker
96,Biker
97,Biker
98,Biker
99,Biker
100,Pedestrian
101,Pedestrian
102,Pedestrian
103,Biker
104,Biker
105,Biker
106,Biker
107,Biker
108,Pedestrian
109,Pedestrian
110,Pedestrian
111,Biker
112,Biker
113,Biker
114,Biker
115,Pedestrian
116,Biker
117,Pedestrian
118,Pedestrian
119,Biker
120,Biker
121,Skater
122,Biker
123,Biker
124,Pedestrian
