frame,target_id,other_id,other_label,distance,approach_speed,obstacle_size,ttc,inverse_ttc,norm_distance,norm_speed,norm_size,norm_ttc,risk_score
4000,1,2,Biker,1095.9736538804207,0.993408916487322,2.0,1103.2452353616534,0.0009064167856317017,0.4819780935500141,0.17545946234340742,1.0,0.007026618456949087,1.6644641743503708
4000,1,3,Pedestrian,141.1523999087511,-0.0,1.0,0.0,0.0,0.9332830355530608,-0.0,0.5,0.0,1.4332830355530608
4000,1,4,Pedestrian,76.095334942426,-0.0,1.0,0.0,0.0,0.9640328484729007,-0.0,0.5,0.0,1.4640328484729008
4000,1,6,Pedestrian,644.9606577148718,2.8397080939620367,1.0,227.1221676221676,0.00440291676708354,0.6951534844731331,0.5015594757701776,0.5,0.03413177768816219,1.7308447379314729
4000,1,8,Pedestrian,1390.6423875317478,-0.0,1.0,0.0,0.0,0.34270023898042024,-0.0,0.5,0.0,0.8427002389804202
4000,1,10,Pedestrian,189.11438337683362,-0.0,1.0,0.0,0.0,0.9106133682437318,-0.0,0.5,0.0,1.4106133682437318
4000,1,11,Pedestrian,1785.5532755983509,-0.0,1.0,0.0,0.0,0.15604201924146366,-0.0,0.5,0.0,0.6560420192414637
4000,1,16,Pedestrian,155.14025912057772,-0.0,1.0,0.0,0.0,0.9266715467910737,-0.0,0.5,0.0,1.4266715467910736
4000,1,21,Pedestrian,1214.4645939672346,-0.0,1.0,0.0,0.0,0.42597227400910054,-0.0,0.5,0.0,0.9259722740091005
4000,1,24,Pedestrian,650.6281580134694,0.0,1.0,0.0,0.0,0.6924746889573006,0.0,0.5,0.0,1.1924746889573006
4000,1,27,Pedestrian,163.11039206623224,-0.0,1.0,0.0,0.0,0.9229043910309424,-0.0,0.5,0.0,1.4229043910309422
4000,1,43,Pedestrian,1433.0554769442808,0.0,1.0,0.0,0.0,0.32265330686839044,0.0,0.5,0.0,0.8226533068683904
4000,1,54,Pedestrian,1426.4080762530757,-0.0,1.0,0.0,0.0,0.3257952612089924,-0.0,0.5,0.0,0.8257952612089924
4000,1,55,Pedestrian,223.00896842952304,-0.0,1.0,0.0,0.0,0.8945927846237162,-0.0,0.5,0.0,1.394592784623716
4000,1,78,Pedestrian,1464.518777619461,-0.0,1.0,0.0,0.0,0.30778189190211036,-0.0,0.5,0.0,0.8077818919021104
4000,1,80,Pedestrian,1408.9386076050298,-0.0,1.0,0.0,0.0,0.3340523643078561,-0.0,0.5,0.0,0.8340523643078561
4000,1,81,Biker,327.70604205598653,-0.0,2.0,0.0,0.0,0.8451067614080224,-0.0,1.0,0.0,1.8451067614080223
4000,1,82,Pedestrian,1178.8795527957893,0.0,1.0,0.0,0.0,0.44279186707456,0.0,0.5,0.0,0.94279186707456
4001,1,2,Biker,1092.9926806708268,2.973944892297905,2.0,367.5228426395939,0.0027209193116212262,0.48338707762517197,0.5252688627827234,1.0,0.021092793246963712,2.029748733654859
4001,1,3,Pedestrian,143.8923208513922,0.0,1.0,0.0,0.0,0.9319879870222828,0.0,0.5,0.0,1.431987987022283
4001,1,4,Pedestrian,72.76331493273241,3.3189801787241247,1.0,21.923395445134574,0.04561337236755124,0.9656077580080339,0.5862102383241425,0.5,0.35359866370762116,2.4054166600397977
4001,1,6,Pedestrian,643.2448989304152,1.7100796319241323,1.0,376.14909090909094,0.002658520315928887,0.6959644534534417,0.30204042645680196,0.5,0.02060907103244039,1.5186139509426841
4001,1,8,Pedestrian,1390.6423875317478,-0.0,1.0,0.0,0.0,0.34270023898042024,-0.0,0.5,0.0,0.8427002389804202
4001,1,10,Pedestrian,190.2761151589973,0.0,1.0,0.0,0.0,0.9100642651604148,0.0,0.5,0.0,1.4100642651604147
4001,1,11,Pedestrian,1786.4060288747348,0.0,1.0,0.0,0.0,0.15563895765654334,0.0,0.5,0.0,0.6556389576565433
4001,1,16,Pedestrian,156.40412398654968,0.0,1.0,0.0,0.0,0.9260741695776271,0.0,0.5,0.0,1.4260741695776271
4001,1,21,Pedestrian,1213.7760295870075,0.6834044994958756,1.0,1776.0726341169384,0.0005630400360834337,0.42629773022029316,0.12070536518698752,0.5,0.004364733279721785,1.0513678286870025
4001,1,24,Pedestrian,649.777269531645,0.849521868313242,1.0,764.8740942028985,0.0013074047187362702,0.6928768691301272,0.15004561343205006,0.5,0.010135110330036794,1.3530575928922142
4001,1,27,Pedestrian,165.06135223001172,0.0,1.0,0.0,0.0,0.9219822519814581,0.0,0.5,0.0,1.4219822519814582
4001,1,43,Pedestrian,1433.5665314173598,0.0,1.0,0.0,0.0,0.3224117523278165,0.0,0.5,0.0,0.8224117523278165
4001,1,54,Pedestrian,1426.9758232009399,0.0,1.0,0.0,0.0,0.32552691045505555,0.0,0.5,0.0,0.8255269104550556
4001,1,55,Pedestrian,223.0,-0.0,1.0,0.0,0.0,0.894597023633425,-0.0,0.5,0.0,1.394597023633425
4001,1,78,Pedestrian,1464.4324839336227,0.08621087102689702,1.0,16986.633663366338,5.886981610468335e-05,0.30782267939685914,0.015226874681197045,0.5,0.00045636372026151405,0.8235059177983177
4001,1,80,Pedestrian,1405.0595183123028,3.87866131574697,1.0,362.25372723519433,0.0027604960965681023,0.3358858511107491,0.6850631374233511,0.5,0.02139959578193731,1.5423485843160374
4001,1,81,Biker,328.3854442572021,0.0,2.0,0.0,0.0,0.844785635783995,0.0,1.0,0.0,1.8447856357839951
4001,1,82,Pedestrian,1178.578062751891,0.2971801453543032,1.0,3965.870806566738,0.0002521514312428402,0.442934369083402,0.05248902809064646,0.5,0.0019546989076137675,0.9973780960816623
4002,1,2,Biker,1090.8515022678384,2.138696234225999,2.0,510.0544363480497,0.0019605750459890567,0.48439912505390204,0.377744235173626,1.0,0.015198541137761,1.877341901365289
4002,1,3,Pedestrian,145.383114562868,0.0,1.0,0.0,0.0,0.9312833498279415,0.0,0.5,0.0,1.4312833498279414
4002,1,4,Pedestrian,72.76331493273241,-0.0,1.0,0.0,0.0,0.9656077580080339,-0.0,0.5,0.0,1.465607758008034
4002,1,6,Pedestrian,640.4100249059192,2.8341217804431413,1.0,225.96418732782368,0.004425480036574216,0.6973043824211824,0.5005728009475144,0.5,0.03430669003352637,1.732183873402223
4002,1,8,Pedestrian,1390.6423875317478,-0.0,1.0,0.0,0.0,0.34270023898042024,-0.0,0.5,0.0,0.8427002389804202
4002,1,10,Pedestrian,190.2761151589973,-0.0,1.0,0.0,0.0,0.9100642651604148,-0.0,0.5,0.0,1.4100642651604147
4002,1,11,Pedestrian,1786.4060288747348,-0.0,1.0,0.0,0.0,0.15563895765654334,-0.0,0.5,0.0,0.6556389576565433
4002,1,16,Pedestrian,156.40412398654968,-0.0,1.0,0.0,0.0,0.9260741695776271,-0.0,0.5,0.0,1.4260741695776271
4002,1,21,Pedestrian,1213.7760295870075,-0.0,1.0,0.0,0.0,0.42629773022029316,-0.0,0.5,0.0,0.9262977302202932
4002,1,24,Pedestrian,649.777269531645,-0.0,1.0,0.0,0.0,0.6928768691301272,-0.0,0.5,0.0,1.1928768691301272
4002,1,27,Pedestrian,165.06135223001172,-0.0,1.0,0.0,0.0,0.9219822519814581,-0.0,0.5,0.0,1.4219822519814582
4002,1,43,Pedestrian,1433.5665314173598,-0.0,1.0,0.0,0.0,0.3224117523278165,-0.0,0.5,0.0,0.8224117523278165
