frame,target_track_id,other_track_id,other_x,other_y,other_label,relative_x,relative_y,distance_to_target
4000,1,2,1203.0,566.5,Biker,961.5,526.0,1095.9736538804207
4000,1,3,101.5,22.5,Pedestrian,-140.0,-18.0,141.1523999087511
4000,1,4,316.0,25.0,Pedestrian,74.5,-15.5,76.095334942426
4000,1,6,852.0,248.5,Pedestrian,610.5,208.0,644.9606577148718
4000,1,8,1608.0,298.5,Pedestrian,1366.5,258.0,1390.6423875317478
4000,1,10,221.0,228.5,Pedestrian,-20.5,188.0,189.11438337683362
4000,1,11,1857.0,801.0,Pedestrian,1615.5,760.5,1785.5532755983509
4000,1,16,213.0,193.0,Pedestrian,-28.5,152.5,155.14025912057772
4000,1,21,1097.0,902.5,Pedestrian,855.5,862.0,1214.4645939672346
4000,1,24,747.5,449.5,Pedestrian,506.0,409.0,650.6281580134694
4000,1,27,247.5,203.5,Pedestrian,6.0,163.0,163.11039206623224
4000,1,43,1473.5,772.5,Pedestrian,1232.0,732.0,1433.0554769442808
4000,1,54,1609.5,444.5,Pedestrian,1368.0,404.0,1426.4080762530757
4000,1,55,18.5,38.5,Pedestrian,-223.0,-2.0,223.00896842952304
4000,1,78,1684.0,293.5,Pedestrian,1442.5,253.0,1464.518777619461
4000,1,80,1539.5,588.5,Pedestrian,1298.0,548.0,1408.9386076050298
4000,1,81,62.5,315.0,Biker,-179.0,274.5,327.70604205598653
4000,1,82,1062.5,886.5,Pedestrian,821.0,846.0,1178.8795527957893
4001,1,2,1198.5,566.5,Biker,957.0,528.0,1092.9926806708268
4001,1,3,98.5,22.5,Pedestrian,-143.0,-16.0,143.8923208513922
4001,1,4,313.0,25.0,Pedestrian,71.5,-13.5,72.76331493273241
4001,1,6,849.5,248.5,Pedestrian,608.0,210.0,643.2448989304152
4001,1,8,1608.0,296.5,Pedestrian,1366.5,258.0,1390.6423875317478
4001,1,10,219.5,227.5,Pedestrian,-22.0,189.0,190.2761151589973
4001,1,11,1857.0,801.0,Pedestrian,1615.5,762.5,1786.4060288747348
4001,1,16,211.5,192.0,Pedestrian,-30.0,153.5,156.40412398654968
4001,1,21,1094.0,902.5,Pedestrian,852.5,864.0,1213.7760295870075
4001,1,24,746.0,448.0,Pedestrian,504.5,409.5,649.777269531645
4001,1,27,246.0,203.5,Pedestrian,4.5,165.0,165.06135223001172
4001,1,43,1473.5,771.5,Pedestrian,1232.0,733.0,1433.5665314173598
4001,1,54,1609.5,444.5,Pedestrian,1368.0,406.0,1426.9758232009399
4001,1,55,18.5,38.5,Pedestrian,-223.0,0.0,223.0
4001,1,78,1684.0,291.0,Pedestrian,1442.5,252.5,1464.4324839336227
4001,1,80,1535.5,586.0,Pedestrian,1294.0,547.5,1405.0595183123028
4001,1,81,60.5,312.5,Biker,-181.0,274.0,328.3854442572021
4001,1,82,1060.0,886.5,Pedestrian,818.5,848.0,1178.578062751891
4002,1,2,1195.5,567.5,Biker,954.0,529.0,1090.8515022678384
4002,1,3,97.0,22.5,Pedestrian,-144.5,-16.0,145.383114562868
4002,1,4,313.0,25.0,Pedestrian,71.5,-13.5,72.76331493273241
4002,1,6,846.5,248.5,Pedestrian,605.0,210.0,640.4100249059192
4002,1,8,1608.0,296.5,Pedestrian,1366.5,258.0,1390.6423875317478
4002,1,10,219.5,227.5,Pedestrian,-22.0,189.0,190.2761151589973
4002,1,11,1857.0,801.0,Pedestrian,1615.5,762.5,1786.4060288747348
4002,1,16,211.5,192.0,Pedestrian,-30.0,153.5,156.40412398654968
4002,1,21,1094.0,902.5,Pedestrian,852.5,864.0,1213.7760295870075
4002,1,24,746.0,448.0,Pedestrian,504.5,409.5,649.777269531645
4002,1,27,246.0,203.5,Pedestrian,4.5,165.0,165.06135223001172
4002,1,43,1473.5,771.5,Pedestrian,1232.0,733.0,1433.5665314173598
4002,1,54,1609.5,444.5,Pedestrian,1368.0,406.0,1426.9758232009399
4002,1,55,18.5,38.5,Pedestrian,-223.0,0.0,223.0
4002,1,78,1684.0,291.0,Pedestrian,1442.5,252.5,1464.4324839336227
4002,1,80,1534.5,585.0,Pedestrian,1293.0,546.5,1403.7489982186987
4002,1,81,60.5,312.5,Biker,-181.0,274.0,328.3854442572021
4002,1,82,1058.5,887.5,Pedestrian,817.0,849.0,1178.2571875443832
4003,1,2,1193.5,568.5,Biker,952.0,530.0,1089.5889133062983
4003,1,3,95.5,22.5,Pedestrian,-146.0,-16.0,146.87409574189726
4003,1,4,310.5,25.0,Pedestrian,69.0,-13.5,70.30824987154779
4003,1,6,844.0,248.5,Pedestrian,602.5,210.0,638.0487834013948
4003,1,8,1608.0,296.5,Pedestrian,1366.5,258.0,1390.6423875317478
4003,1,10,219.5,227.5,Pedestrian,-22.0,189.0,190.2761151589973
4003,1,11,1857.0,801.0,Pedestrian,1615.5,762.5,1786.4060288747348
4003,1,16,211.5,192.0,Pedestrian,-30.0,153.5,156.40412398654968
4003,1,21,1094.0,903.5,Pedestrian,852.5,865.0,1214.4880608717403
4003,1,24,746.0,448.0,Pedestrian,504.5,409.5,649.777269531645
4003,1,27,246.0,203.5,Pedestrian,4.5,165.0,165.06135223001172
4003,1,43,1473.5,771.5,Pedestrian,1232.0,733.0,1433.5665314173598
4003,1,54,1609.5,444.5,Pedestrian,1368.0,406.0,1426.9758232009399
4003,1,55,18.5,38.5,Pedestrian,-223.0,0.0,223.0
4003,1,78,1684.0,291.0,Pedestrian,1442.5,252.5,1464.4324839336227
4003,1,80,1531.5,584.0,Pedestrian,1290.0,545.5,1400.5963908278502
4003,1,81,60.5,312.5,Biker,-181.0,274.0,328.3854442572021
4003,1,82,1058.5,888.5,Pedestrian,817.0,850.0,1178.977947206817
4004,1,2,1192.0,570.0,Biker,947.5,533.0,1087.127062490857
4004,1,3,94.5,22.5,Pedestrian,-150.0,-14.5,150.6992037138883
4004,1,4,310.5,25.0,Pedestrian,66.0,-12.0,67.08203932499369
4004,1,6,842.5,248.5,Pedestrian,598.0,211.5,634.2998108150435
4004,1,8,1611.0,296.5,Pedestrian,1366.5,259.5,1390.9214571642785
4004,1,10,219.5,227.5,Pedestrian,-25.0,190.5,192.13341718712027
4004,1,11,1857.0,801.0,Pedestrian,1612.5,764.0,1784.33524036264
4004,1,16,211.5,192.0,Pedestrian,-33.0,155.0,158.47397262642215
4004,1,21,1092.5,903.5,Pedestrian,848.0,866.5,1212.4051509293417
4004,1,24,746.0,448.0,Pedestrian,501.5,411.0,648.4005320787453
4004,1,27,246.0,203.5,Pedestrian,1.5,166.5,166.50675661966395
4004,1,43,1473.5,771.5,Pedestrian,1229.0,734.5,1431.7580975849237
4004,1,54,1609.5,444.5,Pedestrian,1365.0,407.5,1424.5284307447148
4004,1,55,18.5,38.5,Pedestrian,-226.0,1.5,226.00497782128605
4004,1,78,1684.0,291.0,Pedestrian,1439.5,254.0,1461.7374080182801
4004,1,80,1530.0,582.5,Pedestrian,1285.5,545.5,1396.4528277031059
4004,1,81,60.5,312.5,Biker,-184.0,275.5,331.2948082901391
4004,1,82,1057.0,890.0,Pedestrian,812.5,853.0,1178.03448591287
4005,1,2,1189.0,570.0,Biker,944.5,533.0,1084.5133701342736
4005,1,3,93.0,22.5,Pedestrian,-151.5,-14.5,152.19231255224423
4005,1,4,309.0,26.0,Pedestrian,64.5,-11.0,65.43126164151201
4005,1,6,839.5,248.5,Pedestrian,595.0,211.5,631.4722875946338
4005,1,8,1611.0,296.5,Pedestrian,1366.5,259.5,1390.9214571642785
4005,1,10,219.5,227.5,Pedestrian,-25.0,190.5,192.13341718712027
4005,1,11,1857.0,801.0,Pedestrian,1612.5,764.0,1784.33524036264
4005,1,16,211.5,192.0,Pedestrian,-33.0,155.0,158.47397262642215
4005,1,21,1092.5,905.5,Pedestrian,848.0,868.5,1213.8353471538057
4005,1,24,746.0,448.0,Pedestrian,501.5,411.0,648.4005320787453
4005,1,27,246.0,203.5,Pedestrian,1.5,166.5,166.50675661966395
4005,1,43,1473.5,771.5,Pedestrian,1229.0,734.5,1431.7580975849237
4005,1,54,1609.5,444.5,Pedestrian,1365.0,407.5,1424.5284307447148
4005,1,55,18.5,38.5,Pedestrian,-226.0,1.5,226.00497782128605
4005,1,78,1686.5,291.0,Pedestrian,1442.0,254.0,1464.1994399671105
4005,1,80,1527.5,581.5,Pedestrian,1283.0,544.5,1393.7608295543394
4005,1,81,60.5,312.5,Biker,-184.0,275.5,331.2948082901391
4005,1,82,1057.0,891.0,Pedestrian,812.5,854.0,1178.7587751529147
4006,1,2,1186.0,571.0,Biker,941.5,535.0,1082.8883829832141
4006,1,3,91.5,22.5,Pedestrian,-153.0,-13.5,153.59443349288412
4006,1,4,307.5,27.0,Pedestrian,63.0,-9.0,63.63961030678928
4006,1,6,837.0,248.5,Pedestrian,592.5,212.5,629.4541285907973
4006,1,8,1611.0,296.5,Pedestrian,1366.5,260.5,1391.1083710480648
4006,1,10,219.5,227.5,Pedestrian,-25.0,191.5,193.12495954692133
4006,1,11,1857.0,803.0,Pedestrian,1612.5,767.0,1785.6218104626746
4006,1,16,211.5,192.0,Pedestrian,-33.0,156.0,159.45218719101973
4006,1,21,1091.5,905.5,Pedestrian,847.0,869.5,1213.8530594763108
4006,1,24,746.0,448.0,Pedestrian,501.5,412.0,649.03486038887
4006,1,27,246.0,203.5,Pedestrian,1.5,167.5,167.50671628325833
4006,1,43,1473.5,771.5,Pedestrian,1229.0,735.5,1432.2713604621158
4006,1,54,1609.5,444.5,Pedestrian,1365.0,408.5,1424.8148125282808
4006,1,55,18.5,38.5,Pedestrian,-226.0,2.5,226.01382701064995
4006,1,78,1686.5,291.0,Pedestrian,1442.0,255.0,1464.3732447706084
4006,1,80,1524.5,580.5,Pedestrian,1280.0,544.5,1390.999730409751
4006,1,81,60.5,310.5,Biker,-184.0,274.5,330.46368938205603
4006,1,82,1056.0,892.0,Pedestrian,811.5,856.0,1179.5203474294117
4007,1,2,1183.5,572.0,Biker,939.0,537.0,1081.7069843538961
4007,1,3,89.0,22.5,Pedestrian,-155.5,-12.5,156.0016025558712
4007,1,4,306.5,27.0,Pedestrian,62.0,-8.0,62.51399843235114
4007,1,6,834.5,248.5,Pedestrian,590.0,213.5,627.4410330859786
4007,1,8,1614.0,296.5,Pedestrian,1369.5,261.5,1394.2426259442796
4007,1,10,219.5,227.5,Pedestrian,-25.0,192.5,194.11658867804164
4007,1,11,1860.0,803.0,Pedestrian,1615.5,768.0,1788.7605345601742
4007,1,16,211.5,192.0,Pedestrian,-33.0,157.0,160.4306703844374
4007,1,21,1090.0,905.5,Pedestrian,845.5,870.5,1213.524000586721
4007,1,24,746.0,448.0,Pedestrian,501.5,413.0,649.6701085935846
4007,1,27,246.0,203.5,Pedestrian,1.5,168.5,168.5066764255945
4007,1,43,1473.5,771.5,Pedestrian,1229.0,736.5,1432.7851374159352
4007,1,54,1609.5,444.5,Pedestrian,1365.0,409.5,1425.10183846629
4007,1,55,18.5,38.5,Pedestrian,-226.0,3.5,226.02710014509321
4007,1,78,1686.5,291.0,Pedestrian,1442.0,256.0,1464.5477117526762
4007,1,80,1522.0,579.0,Pedestrian,1277.5,544.0,1388.5036010036129
4007,1,81,60.5,310.5,Biker,-184.0,275.5,331.2948082901391
4007,1,82,1056.0,893.0,Pedestrian,811.5,858.0,1180.972586472692
4008,1,2,1182.0,573.0,Biker,935.0,538.0,1078.7349071945341
4008,1,3,88.0,22.5,Pedestrian,-159.0,-12.5,159.49059533401962
4008,1,4,306.5,27.0,Pedestrian,59.5,-8.0,60.035406219996545
4008,1,6,833.0,248.5,Pedestrian,586.0,213.5,623.681208631461
4008,1,8,1614.0,296.5,Pedestrian,1367.0,261.5,1391.7870706397584
4008,1,10,219.5,227.5,Pedestrian,-27.5,192.5,194.45436482630058
4008,1,11,1860.0,803.0,Pedestrian,1613.0,768.0,1786.503008673649
4008,1,16,211.5,192.0,Pedestrian,-35.5,157.0,160.96350518052222
4008,1,21,1090.0,907.0,Pedestrian,843.0,872.0,1212.8614925043996
4008,1,24,746.0,448.0,Pedestrian,499.0,413.0,647.7422326821063
4008,1,27,246.0,203.5,Pedestrian,-1.0,168.5,168.50296733292265
4008,1,43,1473.5,771.5,Pedestrian,1226.5,736.5,1430.6412897718283
4008,1,54,1609.5,444.5,Pedestrian,1362.5,409.5,1422.7074541169734
4008,1,55,18.5,38.5,Pedestrian,-228.5,3.5,228.52680367956842
4008,1,78,1686.5,291.0,Pedestrian,1439.5,256.0,1462.086266264751
4008,1,80,1520.5,578.0,Pedestrian,1273.5,543.0,1384.4317426294444
4008,1,81,60.5,310.5,Biker,-186.5,275.5,332.6897954551657
4008,1,82,1054.5,894.5,Pedestrian,807.5,859.5,1179.3203551198462
4009,1,2,1179.5,573.0,Biker,932.5,538.0,1076.56873909658
4009,1,3,86.5,22.5,Pedestrian,-160.5,-12.5,160.98602423813068
4009,1,4,303.5,27.0,Pedestrian,56.5,-8.0,57.063561052566634
4009,1,6,830.0,248.5,Pedestrian,583.0,213.5,620.863310238252
4009,1,8,1614.0,296.5,Pedestrian,1367.0,261.5,1391.7870706397584
4009,1,10,219.5,227.5,Pedestrian,-27.5,192.5,194.45436482630058
4009,1,11,1860.0,803.0,Pedestrian,1613.0,768.0,1786.503008673649
4009,1,16,211.5,192.0,Pedestrian,-35.5,157.0,160.96350518052222
4009,1,21,1090.0,907.0,Pedestrian,843.0,872.0,1212.8614925043996
4009,1,24,746.0,448.0,Pedestrian,499.0,413.0,647.7422326821063
4009,1,27,246.0,203.5,Pedestrian,-1.0,168.5,168.50296733292265
4009,1,43,1473.5,771.5,Pedestrian,1226.5,736.5,1430.6412897718283
4009,1,54,1609.5,444.5,Pedestrian,1362.5,409.5,1422.7074541169734
4009,1,55,18.5,38.5,Pedestrian,-228.5,3.5,228.52680367956842
4009,1,78,1689.5,291.0,Pedestrian,1442.5,256.0,1465.0400165183203
4009,1,80,1517.5,577.0,Pedestrian,1270.5,542.0,1381.2799318023845
4009,1,81,60.5,310.5,Biker,-186.5,275.5,332.6897954551657
4009,1,82,1054.5,895.5,Pedestrian,807.5,860.5,1180.0493633742615
4010,1,2,1176.5,576.0,Biker,929.5,541.0,1075.477219656465
4010,1,3,85.0,22.5,Pedestrian,-162.0,-12.5,162.48153741271653
4010,1,4,303.5,28.0,Pedestrian,56.5,-7.0,56.931976954959154
4010,1,6,827.0,248.5,Pedestrian,580.0,213.5,618.0471260349003
4010,1,8,1617.0,296.5,Pedestrian,1370.0,261.5,1394.7337559548776
4010,1,10,219.5,227.5,Pedestrian,-27.5,192.5,194.45436482630058
4010,1,11,1860.0,803.0,Pedestrian,1613.0,768.0,1786.503008673649
4010,1,16,211.5,192.0,Pedestrian,-35.5,157.0,160.96350518052222
4010,1,21,1089.0,909.5,Pedestrian,842.0,874.5,1213.966329846096
4010,1,24,746.0,448.0,Pedestrian,499.0,413.0,647.7422326821063
4010,1,27,246.0,203.5,Pedestrian,-1.0,168.5,168.50296733292265
4010,1,43,1473.5,771.5,Pedestrian,1226.5,736.5,1430.6412897718283
4010,1,54,1609.5,444.5,Pedestrian,1362.5,409.5,1422.7074541169734
4010,1,55,18.5,38.5,Pedestrian,-228.5,3.5,228.52680367956842
4010,1,78,1689.5,291.0,Pedestrian,1442.5,256.0,1465.0400165183203
4010,1,80,1516.5,577.0,Pedestrian,1269.5,542.0,1380.3601885015376
4010,1,81,60.5,310.5,Biker,-186.5,275.5,332.6897954551657
4010,1,82,1053.0,896.5,Pedestrian,806.0,861.5,1179.7534700097306
4011,1,2,1172.5,577.0,Biker,925.5,544.5,1073.79257773557
4011,1,3,83.5,22.5,Pedestrian,-163.5,-10.0,163.80552493734757
4011,1,4,302.0,28.0,Pedestrian,55.0,-4.5,55.1837838499681
4011,1,6,826.0,248.5,Pedestrian,579.0,216.0,617.9781549537167
4011,1,8,1617.0,296.5,Pedestrian,1370.0,264.0,1395.2046444876823
4011,1,10,219.5,227.5,Pedestrian,-27.5,195.0,196.9295559330798
4011,1,11,1860.0,804.5,Pedestrian,1613.0,772.0,1788.2262161147287
4011,1,16,211.5,192.0,Pedestrian,-35.5,159.5,163.40287635167257
4011,1,21,1089.0,909.5,Pedestrian,842.0,877.0,1215.7684812496168
4011,1,24,746.0,448.0,Pedestrian,499.0,415.5,649.3390870723863
4011,1,27,246.0,203.5,Pedestrian,-1.0,171.0,171.00292395160966
4011,1,43,1473.5,771.5,Pedestrian,1226.5,739.0,1431.9299040106678
4011,1,54,1609.5,444.5,Pedestrian,1362.5,412.0,1423.4290463525044
4011,1,55,18.5,38.5,Pedestrian,-228.5,6.0,228.57876104310304
4011,1,78,1689.5,291.0,Pedestrian,1442.5,258.5,1465.4789319536465
4011,1,80,1516.5,577.0,Pedestrian,1269.5,544.5,1381.3437298514805
4011,1,81,60.5,309.0,Biker,-186.5,276.5,333.5183653114173
4011,1,82,1051.5,898.0,Pedestrian,804.5,865.5,1181.6558297575484
4012,1,2,1171.0,578.0,Biker,921.0,545.5,1070.4257330613834
4012,1,3,82.5,22.5,Pedestrian,-167.5,-10.0,167.79824194549835
4012,1,4,300.5,29.0,Pedestrian,50.5,-3.5,50.62114182829147
4012,1,6,823.5,248.5,Pedestrian,573.5,216.0,612.8280754012499
4012,1,8,1617.0,296.5,Pedestrian,1367.0,264.0,1392.2589557980943
4012,1,10,219.5,227.5,Pedestrian,-30.5,195.0,197.37084384477865
4012,1,11,1860.0,805.5,Pedestrian,1610.0,773.0,1785.9532468684615
4012,1,16,211.5,192.0,Pedestrian,-38.5,159.5,164.08077279193927
4012,1,21,1087.5,909.5,Pedestrian,837.5,877.0,1212.6562785884548
4012,1,24,746.0,448.0,Pedestrian,496.0,415.5,647.0365136528231
4012,1,27,246.0,203.5,Pedestrian,-4.0,171.0,171.04677722775136
4012,1,43,1473.5,771.5,Pedestrian,1223.5,739.0,1429.3611335138507
4012,1,54,1609.5,444.5,Pedestrian,1359.5,412.0,1420.5577249798757
4012,1,55,18.5,38.5,Pedestrian,-231.5,6.0,231.57774072652145
4012,1,78,1689.5,291.0,Pedestrian,1439.5,258.5,1462.5260681437442
4012,1,80,1516.5,577.0,Pedestrian,1266.5,544.5,1378.5871390666605
4012,1,81,60.5,308.0,Biker,-189.5,275.5,334.38077097823674
4012,1,82,1050.0,899.0,Pedestrian,800.0,866.5,1179.3312723743063
4013,1,2,1168.0,578.0,Biker,918.0,545.5,1067.8456115000895
4013,1,3,81.0,22.5,Pedestrian,-169.0,-10.0,169.29559947027565
4013,1,4,299.0,29.0,Pedestrian,49.0,-3.5,49.1248409666637
4013,1,6,820.5,248.5,Pedestrian,570.5,216.0,610.0215160139845
4013,1,8,1617.0,296.5,Pedestrian,1367.0,264.0,1392.2589557980943
4013,1,10,219.5,227.5,Pedestrian,-30.5,195.0,197.37084384477865
4013,1,11,1861.5,805.5,Pedestrian,1611.5,773.0,1787.3055838328262
4013,1,16,211.5,192.0,Pedestrian,-38.5,159.5,164.08077279193927
4013,1,21,1086.0,910.5,Pedestrian,836.0,878.0,1212.3448354325596
4013,1,24,746.0,448.0,Pedestrian,496.0,415.5,647.0365136528231
4013,1,27,246.0,203.5,Pedestrian,-4.0,171.0,171.04677722775136
4013,1,43,1473.5,771.5,Pedestrian,1223.5,739.0,1429.3611335138507
4013,1,54,1609.5,444.5,Pedestrian,1359.5,412.0,1420.5577249798757
4013,1,55,18.5,38.5,Pedestrian,-231.5,6.0,231.57774072652145
4013,1,78,1691.0,291.0,Pedestrian,1441.0,258.5,1464.0024760908022
4013,1,80,1516.5,579.0,Pedestrian,1266.5,546.5,1379.3783019897044
4013,1,81,60.5,308.0,Biker,-189.5,275.5,334.38077097823674
4013,1,82,1050.0,900.0,Pedestrian,800.0,867.5,1180.066205769829
4014,1,2,1166.0,579.0,Biker,916.0,548.0,1067.4080756674084
4014,1,3,78.0,22.5,Pedestrian,-172.0,-8.5,172.20990099294522
4014,1,4,299.0,30.0,Pedestrian,49.0,-1.0,49.01020301937138
4014,1,6,817.5,250.0,Pedestrian,567.5,219.0,608.2904322772141
4014,1,8,1619.0,296.5,Pedestrian,1369.0,265.5,1394.507529560167
4014,1,10,219.5,227.5,Pedestrian,-30.5,196.5,198.85296075241124
4014,1,11,1863.0,805.5,Pedestrian,1613.0,774.5,1789.306918893458
4014,1,16,211.5,192.0,Pedestrian,-38.5,161.0,165.53927026539654
4014,1,21,1086.0,910.5,Pedestrian,836.0,879.5,1213.431600874149
4014,1,24,746.0,448.0,Pedestrian,496.0,417.0,648.0007716044789
4014,1,27,246.0,203.5,Pedestrian,-4.0,172.5,172.54637057904174
4014,1,43,1473.5,771.5,Pedestrian,1223.5,740.5,1430.137231177484
4014,1,54,1609.5,444.5,Pedestrian,1359.5,413.5,1420.9934904847382
4014,1,55,18.5,38.5,Pedestrian,-231.5,7.5,231.62145841868798
4014,1,78,1692.5,291.0,Pedestrian,1442.5,260.0,1465.74426487024
4014,1,80,1516.5,579.0,Pedestrian,1266.5,548.0,1379.973278726802
4014,1,81,60.5,308.0,Biker,-189.5,277.0,335.6177140736168
4014,1,82,1049.0,901.0,Pedestrian,799.0,870.0,1181.2285976897106
4015,1,2,1163.0,580.5,Biker,910.5,549.5,1063.4662665077817
4015,1,3,76.5,22.5,Pedestrian,-176.0,-8.5,176.2051361339958
4015,1,4,297.0,30.0,Pedestrian,44.5,-1.0,44.51123453691214
4015,1,6,816.5,250.0,Pedestrian,564.0,219.0,605.0264457029957
4015,1,8,1619.0,296.5,Pedestrian,1366.5,265.5,1392.0533394952938
4015,1,10,219.5,227.5,Pedestrian,-33.0,196.5,199.2517252121045
4015,1,11,1863.0,805.5,Pedestrian,1610.5,774.5,1787.0535806181078
4015,1,16,211.5,192.0,Pedestrian,-41.0,161.0,166.13849644197458
4015,1,21,1086.0,912.5,Pedestrian,833.5,881.5,1213.1630146027367
4015,1,24,746.0,448.0,Pedestrian,493.5,417.0,646.0891966284531
4015,1,27,246.0,203.5,Pedestrian,-6.5,172.5,172.6224203282992
4015,1,43,1473.5,771.5,Pedestrian,1221.0,740.5,1427.9990371145213
4015,1,54,1609.5,444.5,Pedestrian,1357.0,413.5,1418.6018645130846
4015,1,55,18.5,38.5,Pedestrian,-234.0,7.5,234.1201614556081
4015,1,78,1692.5,289.5,Pedestrian,1440.0,258.5,1463.018198793166
4015,1,80,1516.5,581.0,Pedestrian,1264.0,550.0,1378.4759700480818
4015,1,81,60.5,308.0,Biker,-192.0,277.0,337.0356064275702
4015,1,82,1049.0,902.0,Pedestrian,796.5,871.0,1180.2767683895163
4016,1,2,1161.5,581.5,Biker,909.0,551.5,1063.218345402298
4016,1,3,75.5,22.5,Pedestrian,-177.0,-7.5,177.15882704511228
4016,1,4,297.0,30.0,Pedestrian,44.5,0.0,44.5
4016,1,6,813.5,250.0,Pedestrian,561.0,220.0,602.5952206913029
4016,1,8,1619.0,296.5,Pedestrian,1366.5,266.5,1392.2444110141007
4016,1,10,219.5,227.5,Pedestrian,-33.0,197.5,200.23798340974173
4016,1,11,1863.0,806.5,Pedestrian,1610.5,776.5,1787.921279027687
4016,1,16,211.5,192.0,Pedestrian,-41.0,162.0,167.10774967068403
4016,1,21,1084.5,912.5,Pedestrian,832.0,882.5,1212.8603588212454
4016,1,24,746.0,448.0,Pedestrian,493.5,418.0,646.7350694063219
4016,1,27,246.0,203.5,Pedestrian,-6.5,173.5,173.62171523170713
4016,1,43,1473.5,771.5,Pedestrian,1221.0,741.5,1428.5178507810115
4016,1,54,1609.5,444.5,Pedestrian,1357.0,414.5,1418.893671139596
4016,1,55,18.5,38.5,Pedestrian,-234.0,8.5,234.15432944961748
4016,1,78,1692.5,288.5,Pedestrian,1440.0,258.5,1463.018198793166
4016,1,80,1516.5,581.0,Pedestrian,1264.0,551.0,1378.8752662949612
4016,1,81,60.5,308.0,Biker,-192.0,278.0,337.8579583197649
4016,1,82,1047.5,903.5,Pedestrian,795.0,873.5,1181.112716890306
4017,1,2,1158.5,581.5,Biker,906.0,552.5,1061.1749384526568
