track_id,label
0,Pedestrian
1,Biker
2,Biker
3,Biker
4,Biker
5,Biker
6,Biker
7,Pedestrian
8,Pedestrian
9,Pedestrian
10,Biker
11,Pedestrian
12,Biker
13,Biker
14,Biker
15,Biker
16,Pedestrian
17,Pedestrian
18,Pedestrian
19,Biker
20,Biker
21,Pedestrian
22,Biker
23,Biker
24,Biker
25,Biker
26,Pedestrian
27,Pedestrian
28,Biker
29,Biker
30,Biker
31,Biker
32,Pedestrian
33,Biker
34,Biker
35,Biker
36,Biker
37,Biker
38,Biker
39,Biker
40,Biker
41,Biker
42,Pedestrian
43,Pedestrian
44,Biker
45,Biker
46,Biker
47,Pedestrian
48,Pedestrian
49,Pedestrian
50,Biker
51,Biker
52,Biker
53,Biker
54,Biker
55,Pedestrian
56,Car
57,Biker
58,Pedestrian
59,Biker
60,Biker
61,Biker
62,Biker
63,Biker
64,Biker
65,Biker
66,Biker
67,Pedestrian
68,Biker
69,Biker
70,Biker
71,Biker
72,Skater
73,Bus
74,Biker
75,Pedestrian
76,Pedestrian
77,Biker
78,Pedestrian
79,Biker
80,Biker
81,Biker
82,Biker
83,Biker
84,Pedestrian
85,Biker
86,Biker
87,Biker
88,Biker
89,Biker
90,Pedestrian
91,Biker
92,Pedestrian
93,Pedestrian
94,Biker
95,Pedestrian
96,Pedestrian
97,Pedestrian
98,Biker
99,Biker
100,Biker
101,Biker
102,Pedestrian
103,Pedestrian
104,Biker
105,Pedestrian
106,Biker
107,Biker
108,Biker
109,Biker
110,Biker
111,Biker
112,Pedestrian
113,Biker
114,Pedestrian
115,Biker
116,Biker
117,Biker
118,Biker
119,Skater
120,Pedestrian
121,Biker
122,Biker
123,Pedestrian
124,Pedestrian
125,Pedestrian
126,Biker
127,Pedestrian
128,Pedestrian
129,Biker
130,Pedestrian
131,Biker
132,Pedestrian
133,Biker
134,Pedestrian
135,Biker
136,Biker
137,Biker
138,Biker
139,Pedestrian
140,Pedestrian
141,Pedestrian
142,Biker
143,Pedestrian
144,Biker
145,Biker
146,Biker
147,Biker
148,Biker
149,Biker
150,Pedestrian
151,Pedestrian
152,Biker
153,Pedestrian
154,Biker
155,Pedestrian
156,Pedestrian
157,Pedestrian
158,Pedestrian
159,Pedestrian
160,Biker
161,Biker
162,Biker
163,Skater
164,Biker
165,Biker
166,Biker
167,Biker
168,Biker
169,Pedestrian
170,Pedestrian
171,Pedestrian
172,Biker
173,Pedestrian
174,Biker
175,Biker
176,Biker
177,Biker
178,Biker
179,Pedestrian
180,Biker
181,Biker
182,Pedestrian
183,Pedestrian
184,Biker
185,Biker
186,Biker
187,Pedestrian
188,Biker
189,Pedestrian
190,Biker
191,Pedestrian
192,Biker
193,Biker
194,Biker
195,Biker
196,Biker
197,Biker
198,Biker
199,Biker
200,Biker
201,Pedestrian
202,Pedestrian
203,Biker
204,Biker
205,Skater
206,Pedestrian
207,Pedestrian
208,Biker
209,Biker
210,Biker
211,Biker
212,Pedestrian
213,Biker
214,Pedestrian
215,Pedestrian
216,Pedestrian
217,Pedestrian
218,Biker
219,Biker
220,Biker
221,Pedestrian
222,Biker
223,Biker
224,Biker
225,Biker
226,Biker
227,Pedestrian
228,Pedestrian
229,Biker
230,Pedestrian
231,Pedestrian
232,Biker
233,Pedestrian
234,Biker
235,Biker
236,Skater
237,Biker
238,Pedestrian
239,Pedestrian
240,Pedestrian
241,Biker
242,Biker
243,Biker
244,Biker
245,Biker
246,Biker
247,Pedestrian
248,Pedestrian
249,Biker
250,Pedestrian
251,Pedestrian
252,Biker
253,Biker
254,Pedestrian
255,Pedestrian
256,Biker
257,Biker
258,Biker
259,Biker
260,Pedestrian
261,Pedestrian
262,Biker
263,Biker
264,Biker
